nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,756453,BornEco/63dcef1cde530c3ec2928c1e,Voirie,"3  Place Maurice de Sully, Sully-sur-Loire  45600  France",""," [2.376104 , 47.765942] ",2,FRBHMEPARKINGSULLY2,1843875,22,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-04-21,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,697535,Norauto - Bornes publiques/0E8DE6A2-82B9-4261-B1BB-6ED01D981CA6,Parking public,"197  Avenue Paul Poncé, Cavaillon  84300  France",""," [5.036317 , 43.829995] ",3,FREVZEADNA3,1699295,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,"Mo,Tu,We,Th,Fr,Sa  08:00-19:00",Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-16,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,697535,Norauto - Bornes publiques/0E8DE6A2-82B9-4261-B1BB-6ED01D981CA6,Parking public,"197  Avenue Paul Poncé, Cavaillon  84300  France",""," [5.036317 , 43.829995] ",3,FREVZEADNA1,1699289,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,"Mo,Tu,We,Th,Fr,Sa  08:00-19:00",Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-16,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,697535,Norauto - Bornes publiques/0E8DE6A2-82B9-4261-B1BB-6ED01D981CA6,Parking public,"197  Avenue Paul Poncé, Cavaillon  84300  France",""," [5.036317 , 43.829995] ",3,FREVZEADNA2,1699292,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,"Mo,Tu,We,Th,Fr,Sa  08:00-19:00",Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-16,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746973,Norauto - Bornes publiques/1389CA75-EEAA-4C7F-B250-256D79907116,Parking public,"  Rue de l'Étang, Limonest  69760  France",""," [4.779702 , 45.807739] ",3,FREVZEKATH2,1822152,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746973,Norauto - Bornes publiques/1389CA75-EEAA-4C7F-B250-256D79907116,Parking public,"  Rue de l'Étang, Limonest  69760  France",""," [4.779702 , 45.807739] ",3,FREVZELIEE1,1822155,12,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746973,Norauto - Bornes publiques/1389CA75-EEAA-4C7F-B250-256D79907116,Parking public,"  Rue de l'Étang, Limonest  69760  France",""," [4.779702 , 45.807739] ",3,FREVZEKATH1,1822149,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746976,Norauto - Bornes publiques/5A5A9137-B2E4-4A78-B94A-A8D8DB30F534,Parking public,"  Rue de la Trémouillière, Saint-Égrève  38120  France",""," [5.668929 , 45.238983] ",3,FREVZEARZO1,1822158,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746976,Norauto - Bornes publiques/5A5A9137-B2E4-4A78-B94A-A8D8DB30F534,Parking public,"  Rue de la Trémouillière, Saint-Égrève  38120  France",""," [5.668929 , 45.238983] ",3,FREVZEARZO2,1822161,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746976,Norauto - Bornes publiques/5A5A9137-B2E4-4A78-B94A-A8D8DB30F534,Parking public,"  Rue de la Trémouillière, Saint-Égrève  38120  France",""," [5.668929 , 45.238983] ",3,FREVZEARZO3,1822164,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,590822,Norauto - Bornes publiques/60645100-d364-426f-aea1-b541e9a22721,Parking public,"  Avenue Itzehoe, La Couronne  16400  France",""," [0.107782 , 45.62177] ",3,FREVZEABOU1,1439450,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,590822,Norauto - Bornes publiques/60645100-d364-426f-aea1-b541e9a22721,Parking public,"  Avenue Itzehoe, La Couronne  16400  France",""," [0.107782 , 45.62177] ",3,FREVZEABOU2,1439453,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,590822,Norauto - Bornes publiques/60645100-d364-426f-aea1-b541e9a22721,Parking public,"  Avenue Itzehoe, La Couronne  16400  France",""," [0.107782 , 45.62177] ",3,FREVZEAMON1,1439456,12,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746979,Norauto - Bornes publiques/65A1A5C0-CB92-45B3-9816-1508E736A3B3,Parking public,"66  Avenue de la Margeride, Aubière  63170  France",""," [3.127367 , 45.756949] ",3,FREVZEARAS1,1822167,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,"Mo,Tu,We,Th,Fr,Sa  08:00-20:00",Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746979,Norauto - Bornes publiques/65A1A5C0-CB92-45B3-9816-1508E736A3B3,Parking public,"66  Avenue de la Margeride, Aubière  63170  France",""," [3.127367 , 45.756949] ",3,FREVZEARAS2,1822170,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,"Mo,Tu,We,Th,Fr,Sa  08:00-20:00",Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746979,Norauto - Bornes publiques/65A1A5C0-CB92-45B3-9816-1508E736A3B3,Parking public,"66  Avenue de la Margeride, Aubière  63170  France",""," [3.127367 , 45.756949] ",3,FREVZEARAS3,1822173,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,"Mo,Tu,We,Th,Fr,Sa  08:00-20:00",Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746982,Norauto - Bornes publiques/ABB3B1A8-4A98-4EF7-8CB1-3223B19A3D6F,Parking public,"  Rue Flandres-Dunkerque, Lescar  64230  France",""," [-0.43459 , 43.320479] ",3,FREVZEKYSA1,1822182,12,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-09,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746982,Norauto - Bornes publiques/ABB3B1A8-4A98-4EF7-8CB1-3223B19A3D6F,Parking public,"  Rue Flandres-Dunkerque, Lescar  64230  France",""," [-0.43459 , 43.320479] ",3,FREVZEEDIE1,1822176,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-09,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746982,Norauto - Bornes publiques/ABB3B1A8-4A98-4EF7-8CB1-3223B19A3D6F,Parking public,"  Rue Flandres-Dunkerque, Lescar  64230  France",""," [-0.43459 , 43.320479] ",3,FREVZEEDIE2,1822179,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-09,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746985,Norauto - Bornes publiques/C38C4315-24EF-42DE-AED0-3443603968CF,Parking public,"  Rue du Bas Faure, Le Vigen  87110  France",""," [1.309178 , 45.780319] ",5,FREVZEBREX1,1822185,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746985,Norauto - Bornes publiques/C38C4315-24EF-42DE-AED0-3443603968CF,Parking public,"  Rue du Bas Faure, Le Vigen  87110  France",""," [1.309178 , 45.780319] ",5,FREVZEBREX2,1822188,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746985,Norauto - Bornes publiques/C38C4315-24EF-42DE-AED0-3443603968CF,Parking public,"  Rue du Bas Faure, Le Vigen  87110  France",""," [1.309178 , 45.780319] ",5,FREVZEIAHN1,1822194,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746985,Norauto - Bornes publiques/C38C4315-24EF-42DE-AED0-3443603968CF,Parking public,"  Rue du Bas Faure, Le Vigen  87110  France",""," [1.309178 , 45.780319] ",5,FREVZEDOVI1,1822191,12,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746985,Norauto - Bornes publiques/C38C4315-24EF-42DE-AED0-3443603968CF,Parking public,"  Rue du Bas Faure, Le Vigen  87110  France",""," [1.309178 , 45.780319] ",5,FREVZEIAHN2,1822197,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746988,Norauto - Bornes publiques/E870D4C6-060F-43B6-B69F-E09612E36295,Parking public,"  Avenue André Jorigne, Montauban  82000  France",""," [1.383969 , 44.038574] ",6,FREVZEADER2,1822203,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746988,Norauto - Bornes publiques/E870D4C6-060F-43B6-B69F-E09612E36295,Parking public,"  Avenue André Jorigne, Montauban  82000  France",""," [1.383969 , 44.038574] ",6,FREVZEAKAN1,1822209,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746988,Norauto - Bornes publiques/E870D4C6-060F-43B6-B69F-E09612E36295,Parking public,"  Avenue André Jorigne, Montauban  82000  France",""," [1.383969 , 44.038574] ",6,FREVZEADER3,1822206,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746988,Norauto - Bornes publiques/E870D4C6-060F-43B6-B69F-E09612E36295,Parking public,"  Avenue André Jorigne, Montauban  82000  France",""," [1.383969 , 44.038574] ",6,FREVZEAKAN2,1822212,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746988,Norauto - Bornes publiques/E870D4C6-060F-43B6-B69F-E09612E36295,Parking public,"  Avenue André Jorigne, Montauban  82000  France",""," [1.383969 , 44.038574] ",6,FREVZEAKAN3,1822215,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,Norauto - Bornes publiques,Non concerné,746988,Norauto - Bornes publiques/E870D4C6-060F-43B6-B69F-E09612E36295,Parking public,"  Avenue André Jorigne, Montauban  82000  France",""," [1.383969 , 44.038574] ",6,FREVZEADER1,1822200,120,False,False,True,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-03-31,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613276,ENGIE MAMP - Bornes publiques/11F18D7E-C43A-40C4-A8FC-85238C74315B,Parking public,"13  Rue du Colonel Baron Jean-Joseph Merle, Allauch  13190  France",""," [5.480306 , 43.335877] ",2,FREVZEAMMI1,1514032,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613276,ENGIE MAMP - Bornes publiques/11F18D7E-C43A-40C4-A8FC-85238C74315B,Parking public,"13  Rue du Colonel Baron Jean-Joseph Merle, Allauch  13190  France",""," [5.480306 , 43.335877] ",2,FREVZEAMMI2,1514035,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613279,ENGIE MAMP - Bornes publiques/12DAC224-B09F-438F-AA40-525243F3D43D,Parking public,"38  Rue Lamartine, Marignane  13700  France",""," [5.22183 , 43.41657] ",2,FREVZEBOBO1,1514038,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-01-12,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613279,ENGIE MAMP - Bornes publiques/12DAC224-B09F-438F-AA40-525243F3D43D,Parking public,"38  Rue Lamartine, Marignane  13700  France",""," [5.22183 , 43.41657] ",2,FREVZEBOBO2,1514041,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-01-12,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613288,ENGIE MAMP - Bornes publiques/360F740B-C687-4479-975A-D1E7ACD1B5A7,Parking public,"14  Boulevard de Beaumont, Marseille  13012  France",""," [5.43888 , 43.309691] ",2,FREVZEEGLA2,1514059,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613288,ENGIE MAMP - Bornes publiques/360F740B-C687-4479-975A-D1E7ACD1B5A7,Parking public,"14  Boulevard de Beaumont, Marseille  13012  France",""," [5.43888 , 43.309691] ",2,FREVZEEGLA1,1514056,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613291,ENGIE MAMP - Bornes publiques/3C65BED9-60D0-4C6D-8C83-42C7C651F7C2,Parking public,"2  Boulevard Berthier, Marseille  13011  France",""," [5.433546 , 43.294651] ",2,FREVZEEDIA2,1514065,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613291,ENGIE MAMP - Bornes publiques/3C65BED9-60D0-4C6D-8C83-42C7C651F7C2,Parking public,"2  Boulevard Berthier, Marseille  13011  France",""," [5.433546 , 43.294651] ",2,FREVZEEDIA1,1514062,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613294,ENGIE MAMP - Bornes publiques/3CFC049E-09A2-4A21-9C9B-D0D09824E5E6,Parking public,"  Cours Pasteur, Gémenos  13420  France",""," [5.628622 , 43.297149] ",2,FREVZEAJAH2,1514071,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613294,ENGIE MAMP - Bornes publiques/3CFC049E-09A2-4A21-9C9B-D0D09824E5E6,Parking public,"  Cours Pasteur, Gémenos  13420  France",""," [5.628622 , 43.297149] ",2,FREVZEAJAH1,1514068,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613297,ENGIE MAMP - Bornes publiques/5063FA0A-F384-454C-9E37-485255C33243,Parking public,"  Boulevard Michelet, Marseille  13008  France",""," [5.397543 , 43.260987] ",2,FREVZECAUY2,1514077,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613297,ENGIE MAMP - Bornes publiques/5063FA0A-F384-454C-9E37-485255C33243,Parking public,"  Boulevard Michelet, Marseille  13008  France",""," [5.397543 , 43.260987] ",2,FREVZECAUY1,1514074,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613303,ENGIE MAMP - Bornes publiques/57CCFF30-596E-4834-9CC2-9A6B446C9419,Parking public,"  Boulevard Bazile Barrelier, Marseille  13014  France",""," [5.390399 , 43.339001] ",2,FREVZEDIYE1,1514086,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613303,ENGIE MAMP - Bornes publiques/57CCFF30-596E-4834-9CC2-9A6B446C9419,Parking public,"  Boulevard Bazile Barrelier, Marseille  13014  France",""," [5.390399 , 43.339001] ",2,FREVZEDIYE2,1514089,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613306,ENGIE MAMP - Bornes publiques/6F5C35EF-A452-4F66-971A-C35675141790,Parking public,"  Chemin du Riau, Ceyreste  13600  France",""," [5.62989 , 43.211412] ",2,FREVZEABEY1,1514092,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-01-12,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613306,ENGIE MAMP - Bornes publiques/6F5C35EF-A452-4F66-971A-C35675141790,Parking public,"  Chemin du Riau, Ceyreste  13600  France",""," [5.62989 , 43.211412] ",2,FREVZEABEY2,1514095,22,True,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-01-12,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613309,ENGIE MAMP - Bornes publiques/7152CFA2-3DA3-44CF-8F5F-919ADADA4FBE,Parking public,"16  Boulevard Denis Papin, Saint-Victoret  13730  France",""," [5.25172 , 43.411612] ",2,FREVZEAISA1,1514098,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613309,ENGIE MAMP - Bornes publiques/7152CFA2-3DA3-44CF-8F5F-919ADADA4FBE,Parking public,"16  Boulevard Denis Papin, Saint-Victoret  13730  France",""," [5.25172 , 43.411612] ",2,FREVZEAISA2,1514101,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613330,ENGIE MAMP - Bornes publiques/DF25D5A3-44AA-4380-AE6F-A9875D793B78,Parking public,"  Rue René Descartes, Marignane  13700  France",""," [5.195572 , 43.409384] ",2,FREVZEBOAZ2,1514143,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613330,ENGIE MAMP - Bornes publiques/DF25D5A3-44AA-4380-AE6F-A9875D793B78,Parking public,"  Rue René Descartes, Marignane  13700  France",""," [5.195572 , 43.409384] ",2,FREVZEBOAZ1,1514140,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-11-04,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613333,ENGIE MAMP - Bornes publiques/F6976EFF-F485-47D2-BE83-EE3474EA26B0,Parking public,"  Boulevard André Malraux, Plan-de-Cuques  13380  France",""," [5.45921 , 43.345324] ",2,FREVZEELIN1,1514146,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-28,False
SMEG Développement,"","",evZen | FR*EVZ,support@evzen.com,+33123456789,ENGIE MAMP - Bornes publiques,Non concerné,613333,ENGIE MAMP - Bornes publiques/F6976EFF-F485-47D2-BE83-EE3474EA26B0,Parking public,"  Boulevard André Malraux, Plan-de-Cuques  13380  France",""," [5.45921 , 43.345324] ",2,FREVZEELIN2,1514149,22,False,True,False,False,False,False,True,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-28,False
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,585578,BornEco/63208b4f5b86b978c9c55057,Parking privé à usage public,"5478  Avenue Lou Mistraou, Bormes-les-Mimosas  83230  France",""," [6.303378 , 43.149175] ",1,FRBHMELEMARTAGON1,1426442,11,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-12-08,False
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,588491,BornEco/6326b6ba5b86b978c9c6540b,Parking privé à usage public,"70  Avenue Victor Hugo, Aubervilliers  93300  France",""," [2.375174 , 48.905095] ",5,FRBHMEFASHIONCENTERBIS5,1432451,22,False,True,False,False,False,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2022-09-23,False
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,588491,BornEco/6326b6ba5b86b978c9c6540b,Parking privé à usage public,"70  Avenue Victor Hugo, Aubervilliers  93300  France",""," [2.375174 , 48.905095] ",5,FRBHMEFASHIONCENTERBIS2,1432439,7.4,False,False,False,False,True,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-02-08,False
Borneco,"","",Borneco | FR*BHM,technique.borneco@gmail.com,+33123456789,BornEco,Non concerné,588491,BornEco/6326b6ba5b86b978c9c6540b,Parking privé à usage public,"70  Avenue Victor Hugo, Aubervilliers  93300  France",""," [2.375174 , 48.905095] ",5,FRBHMEFASHIONCENTERBIS1,1432448,7.4,False,False,False,False,True,False,False,"",True,"",Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,"",,"","",2023-01-23,False
