nom_operateur,contact_operateur,telephone_operateur,id_station_local,nom_station,implantation_station,adresse_station
Borneco | FR*BHM,technique.borneco@gmail.com,33123456789,756453,BornEco/63dcef1cde530c3ec2928c1e,Voirie,"3  Place Maurice de Sully, Sully-sur-Loire  45600  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
evZen | FR*EVZ,support@evzen.com,33123456789,590825,SOMIMAR - Bornes publiques/87880494-8784-41fd-97e2-2d0f15b984ef,Parking privé à usage public,"101  Avenue du Marché National, Marseille  13014  France"
